epoch,categorical_accuracy,loss,miou,val_categorical_accuracy,val_loss,val_miou
0,0.2333945631980896,1033.77978515625,0.10180265456438065,0.23749379813671112,1.1465984582901,0.10569552332162857
1,0.2752736210823059,650.9690551757812,0.12660901248455048,0.5301213264465332,0.7167421579360962,0.3156273663043976
2,0.3291850984096527,559.668212890625,0.15591681003570557,0.5869580507278442,0.6647548675537109,0.41466498374938965
3,0.3816627860069275,479.7865905761719,0.18893253803253174,0.6736677885055542,0.5750594139099121,0.41245216131210327
4,0.4438113868236542,432.96221923828125,0.23140232264995575,0.6638756990432739,0.46303728222846985,0.3869768977165222
5,0.46831658482551575,405.96514892578125,0.24667030572891235,0.6430142521858215,0.47073444724082947,0.4067216217517853
6,0.4962141215801239,396.9925537109375,0.26591217517852783,0.6912651658058167,0.427257776260376,0.42154449224472046
7,0.5162400007247925,373.6412048339844,0.2815638780593872,0.6956645250320435,0.4054447114467621,0.4313248097896576
8,0.5405952334403992,365.08441162109375,0.2991982400417328,0.7428510785102844,0.3591304123401642,0.453040212392807
9,0.5536397099494934,351.2216796875,0.3089529871940613,0.7191513776779175,0.38482457399368286,0.45352017879486084
10,0.5621485710144043,352.838623046875,0.311003178358078,0.6662172675132751,0.5471187233924866,0.4038206934928894
11,0.5952751040458679,333.0744323730469,0.3381313681602478,0.6704747080802917,0.541373610496521,0.42574837803840637
12,0.5909925699234009,340.67559814453125,0.33389589190483093,0.7554814219474792,0.34813934564590454,0.49047696590423584
13,0.6173064112663269,323.5736999511719,0.35276877880096436,0.6964450478553772,0.40457549691200256,0.4596754312515259
14,0.607663631439209,324.1962890625,0.3463992476463318,0.6105868220329285,0.6856667399406433,0.39609622955322266
15,0.6091536283493042,321.09234619140625,0.3474472761154175,0.5867452025413513,0.5974447727203369,0.35758310556411743
16,0.6329559683799744,318.10357666015625,0.3661969304084778,0.7451217174530029,0.32983219623565674,0.48024970293045044
17,0.6526070237159729,301.81298828125,0.3835279643535614,0.6867238879203796,0.3871256113052368,0.4486321210861206
18,0.6638428568840027,299.7498779296875,0.38809847831726074,0.7664797902107239,0.31771358847618103,0.5005547404289246
19,0.6680504679679871,298.7855224609375,0.3929513692855835,0.7236925959587097,0.37293222546577454,0.45998913049697876
20,0.6647799611091614,301.3423156738281,0.39374351501464844,0.7713049054145813,0.327091783285141,0.5065898895263672
21,0.6609940528869629,307.529052734375,0.3900231719017029,0.6682040691375732,0.4209287762641907,0.36781078577041626
22,0.6624278426170349,298.9780578613281,0.39103150367736816,0.7573972940444946,0.3137660622596741,0.501893162727356
23,0.6937364339828491,291.51824951171875,0.41472312808036804,0.7652735114097595,0.30905210971832275,0.5074942111968994
24,0.7034260630607605,288.2062072753906,0.42381060123443604,0.7720144987106323,0.29996320605278015,0.5108328461647034
25,0.7023483514785767,292.2987365722656,0.4228743612766266,0.7551266551017761,0.3288750946521759,0.4691789150238037
26,0.7015424966812134,290.041748046875,0.41959917545318604,0.7630029320716858,0.2991718351840973,0.5068601965904236
27,0.7260383367538452,279.3209228515625,0.4447447955608368,0.7837933897972107,0.2833482325077057,0.5262250304222107
