epoch,categorical_accuracy,loss,miou,val_categorical_accuracy,val_loss,val_miou
0,0.2943335771560669,809.1090087890625,0.13692395389080048,0.5513828992843628,0.7964362502098083,0.11809095740318298
1,0.4063154458999634,509.0190734863281,0.20230141282081604,0.5659275054931641,0.6066127419471741,0.16770677268505096
2,0.48793989419937134,428.3275451660156,0.25444862246513367,0.6487839818000793,0.4157181978225708,0.22694236040115356
3,0.5411171913146973,387.0478515625,0.2955312728881836,0.7093467116355896,0.3251328766345978,0.41756999492645264
4,0.5683099627494812,366.75103759765625,0.31957101821899414,0.6291130185127258,0.3728824555873871,0.2867867350578308
5,0.6051002144813538,342.4368591308594,0.3449665307998657,0.8487124443054199,0.30063292384147644,0.453734815120697
6,0.6222928166389465,331.5074157714844,0.3602212369441986,0.644253671169281,0.39294251799583435,0.3345720171928406
7,0.6429492235183716,315.1236877441406,0.37957853078842163,0.8887696862220764,0.22149677574634552,0.489811509847641
8,0.661292552947998,306.93048095703125,0.4005892276763916,0.8143776655197144,0.21920855343341827,0.46947938203811646
9,0.6833528876304626,298.0205078125,0.41650277376174927,0.7255603075027466,0.3708832859992981,0.40324538946151733
10,0.6911896467208862,292.2890930175781,0.4252321124076843,0.8485932350158691,0.19409984350204468,0.5556505918502808
11,0.7152754068374634,284.4893493652344,0.4449910521507263,0.8365522027015686,0.19662229716777802,0.4873846173286438
12,0.7297291159629822,280.8569030761719,0.4625486731529236,0.8536003828048706,0.2407306581735611,0.47464972734451294
13,0.7408686280250549,275.23162841796875,0.4725617468357086,0.8335717916488647,0.23868168890476227,0.46114954352378845
14,0.7586826086044312,270.5794677734375,0.49253472685813904,0.9090366959571838,0.16961614787578583,0.533894419670105
15,0.7542406320571899,273.3492736816406,0.4906306564807892,0.7956604957580566,0.281084269285202,0.391238808631897
16,0.7488204836845398,269.36224365234375,0.48287874460220337,0.9158321619033813,0.17596125602722168,0.4790872037410736
17,0.7642983794212341,265.3780822753906,0.5042787790298462,0.8937768340110779,0.1824319064617157,0.48456844687461853
18,0.7823885679244995,262.4101257324219,0.5162066221237183,0.9175012111663818,0.1664694845676422,0.5367863178253174
19,0.7881539463996887,257.39642333984375,0.5262295007705688,0.8476395010948181,0.30865779519081116,0.4291266202926636
20,0.7909618020057678,260.05914306640625,0.5313220024108887,0.8615880012512207,0.1939573585987091,0.4822961091995239
21,0.7878892421722412,257.922119140625,0.5231375098228455,0.8916308879852295,0.19640342891216278,0.4617313742637634
22,0.8010541200637817,252.1250457763672,0.5384225845336914,0.8888888955116272,0.18131524324417114,0.5074636936187744
23,0.792906641960144,260.6423034667969,0.5313694477081299,0.8584883213043213,0.2732296288013458,0.5165992975234985
24,0.8000989556312561,255.78729248046875,0.539780855178833,0.8749403953552246,0.25222712755203247,0.5017589330673218
25,0.7845980525016785,260.8998718261719,0.5194416642189026,0.8693371415138245,0.2034560590982437,0.5228437185287476
26,0.8086377382278442,245.6959228515625,0.5499646067619324,0.9365760684013367,0.13643765449523926,0.586023211479187
27,0.8213652968406677,246.21878051757812,0.5674982070922852,0.8893657326698303,0.21279557049274445,0.5240815877914429
28,0.8308591842651367,240.02059936523438,0.5801717042922974,0.9278731346130371,0.1428610235452652,0.5578650832176208
29,0.8348984122276306,242.59414672851562,0.5842032432556152,0.878040075302124,0.22753845155239105,0.4607792794704437
30,0.8226656317710876,245.62689208984375,0.5733453035354614,0.8969957232475281,0.18834644556045532,0.5952198505401611
31,0.8230684399604797,246.19151306152344,0.5683362483978271,0.8922269940376282,0.1695268154144287,0.5467184782028198
32,0.8198001980781555,240.31605529785156,0.5677496194839478,0.9096328020095825,0.1694880574941635,0.5795676708221436
33,0.8425740599632263,237.0227813720703,0.5944719314575195,0.8916308879852295,0.1937015801668167,0.48234766721725464
34,0.8291560411453247,241.40602111816406,0.5745128393173218,0.8787553906440735,0.20881056785583496,0.5169907212257385
35,0.8460954427719116,236.94432067871094,0.5980605483055115,0.8929423093795776,0.22551468014717102,0.5091026425361633
36,0.842551052570343,234.9556884765625,0.594160795211792,0.9010491371154785,0.2037200927734375,0.60422283411026
37,0.851665198802948,232.52378845214844,0.6086169481277466,0.9018836617469788,0.1791406273841858,0.5193739533424377
38,0.8440009951591492,235.4222869873047,0.5984894037246704,0.8862661123275757,0.2264855057001114,0.47938409447669983
39,0.835611879825592,236.24307250976562,0.5873304605484009,0.9033142328262329,0.1670624315738678,0.549152135848999
