epoch,categorical_accuracy,loss,miou,val_categorical_accuracy,val_loss,val_miou
0,0.3015231192111969,757.2266845703125,0.13769587874412537,0.529537558555603,0.7233825922012329,0.22322116792201996
1,0.4054672122001648,503.6847839355469,0.1991594284772873,0.5802977681159973,0.6295071840286255,0.2885127067565918
2,0.49167388677597046,410.1924133300781,0.25611376762390137,0.7405765056610107,0.33083951473236084,0.3692513704299927
3,0.5292932391166687,375.5364990234375,0.2858332097530365,0.7343205809593201,0.31094393134117126,0.37425464391708374
4,0.5690183043479919,361.7276611328125,0.3118775188922882,0.5877415537834167,0.5794041752815247,0.3311448097229004
5,0.6006304621696472,327.41900634765625,0.33656972646713257,0.5468799471855164,0.5695253610610962,0.3052997887134552
6,0.6318291425704956,321.6318664550781,0.35690000653266907,0.7661545872688293,0.3788607120513916,0.4473083019256592
7,0.6366349458694458,308.64654541015625,0.364773154258728,0.6678017377853394,0.46066173911094666,0.4279029369354248
8,0.6473445296287537,303.05364990234375,0.3678882122039795,0.42397844791412354,0.8728699088096619,0.2748698592185974
9,0.6849638819694519,285.86627197265625,0.3977662920951843,0.6792841553688049,0.3988809287548065,0.4173847436904907
10,0.6990065574645996,282.41497802734375,0.41281741857528687,0.3452644944190979,1.703229546546936,0.18876352906227112
11,0.713682234287262,271.4762878417969,0.42267894744873047,0.7926037311553955,0.25914591550827026,0.48755407333374023
12,0.7318201065063477,263.9035949707031,0.44102853536605835,0.5657269358634949,0.5965095162391663,0.3467719852924347
13,0.7332670092582703,262.77392578125,0.4395309388637543,0.603539764881134,0.578027606010437,0.3217447102069855
14,0.7220406532287598,268.23675537109375,0.43354853987693787,0.6711276769638062,0.4549519121646881,0.4280798137187958
15,0.7574121356010437,253.67633056640625,0.46507057547569275,0.7867833375930786,0.27720218896865845,0.42706650495529175
16,0.7714547514915466,246.2340087890625,0.48061758279800415,0.7756572961807251,0.3347073495388031,0.4504474699497223
17,0.7809888124465942,242.9671173095703,0.48998191952705383,0.7070795297622681,0.46559250354766846,0.436048686504364
18,0.7847352027893066,241.38954162597656,0.49408626556396484,0.6218324303627014,0.7037153840065002,0.3842530846595764
19,0.7911429405212402,238.26219177246094,0.5017041563987732,0.773756742477417,0.38161927461624146,0.47677305340766907
20,0.7936233282089233,236.12551879882812,0.502947211265564,0.825348436832428,0.22969642281532288,0.5756247043609619
21,0.7938429117202759,236.9182586669922,0.5034564733505249,0.8555194735527039,0.21548132598400116,0.5623192191123962
22,0.8088286519050598,230.45054626464844,0.5213358998298645,0.8837900161743164,0.16076479852199554,0.6219539642333984
23,0.8318110704421997,226.6537322998047,0.5503729581832886,0.7755385041236877,0.298893541097641,0.45481815934181213
24,0.8182722330093384,231.50283813476562,0.5326514840126038,0.6455891728401184,0.6599323153495789,0.40271806716918945
25,0.8032865524291992,231.10643005371094,0.5193470120429993,0.8716740608215332,0.18813377618789673,0.6315333843231201
26,0.8275349736213684,223.54164123535156,0.5439613461494446,0.8118466734886169,0.2195681482553482,0.5072582960128784
27,0.8253775238990784,225.1193084716797,0.544228196144104,0.8995090126991272,0.1597195267677307,0.643814742565155
28,0.8375728130340576,222.39675903320312,0.5565810203552246,0.8845422863960266,0.1673639714717865,0.5883080959320068
29,0.8274316191673279,222.48434448242188,0.5411746501922607,0.6632879376411438,0.4520699381828308,0.48912325501441956
30,0.8413967490196228,221.25369262695312,0.5653218626976013,0.8495802879333496,0.2040301263332367,0.5215057134628296
31,0.8412546515464783,218.72357177734375,0.5644957423210144,0.7106826305389404,0.36277851462364197,0.4145430028438568
32,0.8111411333084106,226.510498046875,0.5272731781005859,0.8969749808311462,0.16859446465969086,0.6333366632461548
33,0.8531140685081482,214.25564575195312,0.5832000970840454,0.7911783456802368,0.33120018243789673,0.4833223819732666
34,0.8336197137832642,221.53343200683594,0.5556427836418152,0.7487329840660095,0.342045396566391,0.48565584421157837
35,0.8533336520195007,217.11444091796875,0.5803961157798767,0.8774548768997192,0.18387381732463837,0.5760488510131836
36,0.859237551689148,213.44129943847656,0.5904929637908936,0.9213256239891052,0.127457395195961,0.6403933167457581
37,0.8662265539169312,208.1630096435547,0.6027885675430298,0.8802264928817749,0.18676595389842987,0.5787248611450195
