epoch,categorical_accuracy,loss,miou,val_categorical_accuracy,val_loss,val_miou
0,0.27526554465293884,828.1036376953125,0.1305774450302124,0.5164187550544739,0.7860750555992126,0.2543642818927765
1,0.3824721872806549,505.610107421875,0.1993233561515808,0.43036508560180664,0.9305310845375061,0.2962062656879425
2,0.45598578453063965,423.3749084472656,0.24813608825206757,0.4163608253002167,0.890697717666626,0.2901223301887512
3,0.5103465914726257,372.8738708496094,0.27878257632255554,0.6803168058395386,0.5244550704956055,0.4544476866722107
4,0.5569040775299072,349.1484375,0.31399285793304443,0.2848174571990967,1.674503207206726,0.2763855457305908
5,0.5857729315757751,341.9804382324219,0.3332977592945099,0.6641877293586731,0.39412355422973633,0.38250184059143066
6,0.609817624092102,320.721923828125,0.3550240993499756,0.6930654644966125,0.44094306230545044,0.4502381980419159
7,0.6346240043640137,301.17572021484375,0.37653887271881104,0.40177708864212036,0.8945509791374207,0.2586418688297272
8,0.6389234662055969,300.6881103515625,0.3806803822517395,0.361889123916626,1.0433053970336914,0.2445821613073349
9,0.6537260413169861,288.76495361328125,0.39512890577316284,0.5455862283706665,0.6801101565361023,0.300420880317688
10,0.6663196682929993,288.3424377441406,0.4062427878379822,0.6564612984657288,0.4709121286869049,0.3991478681564331
11,0.6600228548049927,287.8150634765625,0.3947991728782654,0.649314284324646,0.4939269423484802,0.41601115465164185
12,0.687740683555603,274.45867919921875,0.4201406240463257,0.48126327991485596,0.7223438024520874,0.34965139627456665
13,0.6873174905776978,276.1543273925781,0.4211467504501343,0.6740390062332153,0.4443783760070801,0.4032645523548126
14,0.690432071685791,275.8565979003906,0.42556288838386536,0.6275835633277893,0.5329574942588806,0.4160652756690979
15,0.7070543169975281,263.3489685058594,0.43458235263824463,0.7477303743362427,0.3259153366088867,0.46376439929008484
16,0.7216368317604065,256.55328369140625,0.45057177543640137,0.729573130607605,0.3555917739868164,0.4829971194267273
17,0.7252253293991089,254.1179962158203,0.4532147943973541,0.6944175958633423,0.4110022783279419,0.48036330938339233
18,0.7182091474533081,256.5167236328125,0.4468337595462799,0.6303843855857849,0.5287008881568909,0.4665800929069519
19,0.7337988018989563,256.1357727050781,0.4621983468532562,0.7266756892204285,0.35074251890182495,0.5125131607055664
