epoch,categorical_accuracy,loss,miou,val_categorical_accuracy,val_loss,val_miou
0,0.2509544789791107,779.4197387695312,0.11722838878631592,0.3728732764720917,1.208105444908142,0.17188026010990143
1,0.40198877453804016,510.8206481933594,0.1922508031129837,0.42201071977615356,1.0198636054992676,0.21145088970661163
2,0.4959656894207001,422.7114562988281,0.2455836981534958,0.6146341562271118,0.6138253211975098,0.26698580384254456
3,0.5545233488082886,376.1540222167969,0.2823776304721832,0.6078524589538574,0.7279194593429565,0.28145909309387207
4,0.5932700634002686,342.9118957519531,0.3121884763240814,0.6998215317726135,0.3967282772064209,0.35305166244506836
5,0.6264293193817139,331.8002014160156,0.3379245698451996,0.7691850066184998,0.42294901609420776,0.42798539996147156
6,0.6487118005752563,315.5359802246094,0.3569610118865967,0.7988102436065674,0.30115145444869995,0.4362333416938782
7,0.6561745405197144,310.51690673828125,0.36502495408058167,0.7240927815437317,0.3355289399623871,0.5015357732772827
8,0.6719271540641785,303.9039611816406,0.3804030418395996,0.6074955463409424,0.5796676874160767,0.44791528582572937
9,0.6881797909736633,293.9828186035156,0.39448368549346924,0.7215942740440369,0.3767735958099365,0.49852436780929565
10,0.7022878527641296,285.4795837402344,0.4100649952888489,0.5120761394500732,0.8271175622940063,0.2440015822649002
11,0.7043362855911255,281.2803955078125,0.41447460651397705,0.7914336919784546,0.3469898998737335,0.46648216247558594
12,0.7222045660018921,274.65771484375,0.43172869086265564,0.7212373614311218,0.41126641631126404,0.5135437250137329
13,0.7349374294281006,266.7962646484375,0.44790035486221313,0.7831053137779236,0.3070240318775177,0.5628575682640076
14,0.7393227815628052,261.3825988769531,0.45392465591430664,0.6856632828712463,0.478103369474411,0.48979759216308594
15,0.7364088296890259,266.7736511230469,0.448042631149292,0.7944080829620361,0.28238117694854736,0.5826902985572815
16,0.761836051940918,256.2363586425781,0.4787643551826477,0.8042831420898438,0.3006476163864136,0.6003503799438477
17,0.7715588212013245,252.7772674560547,0.4942191541194916,0.8185603618621826,0.2872392535209656,0.5803749561309814
18,0.7608358860015869,260.2269287109375,0.48138517141342163,0.6064247488975525,0.5712198615074158,0.3792244791984558
19,0.758902907371521,256.713623046875,0.4830228388309479,0.7964307069778442,0.2841109335422516,0.499161958694458
20,0.7846474647521973,247.11334228515625,0.5064549446105957,0.7794170379638672,0.32983148097991943,0.5779387950897217
21,0.7939662933349609,243.65069580078125,0.5243124961853027,0.8524687886238098,0.2513919174671173,0.5675985813140869
22,0.8079493641853333,237.56204223632812,0.5427495837211609,0.8473527431488037,0.2435312420129776,0.6410967707633972
23,0.8037948608398438,239.2848663330078,0.5368436574935913,0.745151698589325,0.37882235646247864,0.4546922445297241
24,0.8099882006645203,235.07391357421875,0.5468127131462097,0.8005948662757874,0.2952108681201935,0.5985578298568726
25,0.8076223731040955,237.50735473632812,0.5464098453521729,0.7740630507469177,0.3310827314853668,0.5869102478027344
26,0.8263658285140991,228.42088317871094,0.5774534940719604,0.7771564722061157,0.3427405059337616,0.5923441648483276
27,0.8147677779197693,233.24911499023438,0.5538149476051331,0.8508030772209167,0.22925008833408356,0.6552262306213379
28,0.8233076333999634,228.0065155029297,0.5695798993110657,0.8508030772209167,0.2509777545928955,0.6369001865386963
29,0.7858496308326721,242.46189880371094,0.5179257392883301,0.6932778358459473,0.5606435537338257,0.37451034784317017
30,0.7672600150108337,246.59552001953125,0.49773478507995605,0.6843545436859131,0.5142862200737,0.36303818225860596
31,0.8012944459915161,236.20655822753906,0.5336340665817261,0.6874479651451111,0.42453914880752563,0.4236416220664978
32,0.8311839699745178,226.08607482910156,0.5840634107589722,0.790243923664093,0.3067651689052582,0.5609085559844971
33,0.8290297389030457,227.6751708984375,0.5780519843101501,0.8208209276199341,0.30089810490608215,0.5537002682685852
34,0.8329342007637024,227.55007934570312,0.5836477279663086,0.8124925494194031,0.2956393361091614,0.6309930682182312
35,0.8433012962341309,220.37057495117188,0.6014485359191895,0.7634741067886353,0.35740411281585693,0.5870630741119385
36,0.8239327669143677,227.3523406982422,0.5620772838592529,0.6832837462425232,0.5490233302116394,0.37565338611602783
37,0.7899368405342102,238.90806579589844,0.5285680890083313,0.8321237564086914,0.2611854076385498,0.6564263105392456
38,0.8385986089706421,223.41946411132812,0.5920015573501587,0.7549077868461609,0.37353378534317017,0.5666013956069946
39,0.8451381325721741,219.06875610351562,0.6088988780975342,0.8358120322227478,0.24961483478546143,0.6651699542999268
40,0.8607175946235657,214.79393005371094,0.6368646621704102,0.8629387021064758,0.21642746031284332,0.6775913834571838
41,0.8617081642150879,216.0409698486328,0.6333991289138794,0.7803688049316406,0.32681524753570557,0.6168665289878845
42,0.8549955487251282,214.73008728027344,0.618499219417572,0.7909577488899231,0.34754678606987,0.5173825025558472
43,0.8539184331893921,216.69549560546875,0.6146149039268494,0.7904818654060364,0.2844599187374115,0.5049204230308533
44,0.8597366809844971,212.61329650878906,0.6262683868408203,0.7964307069778442,0.33261749148368835,0.6114882826805115
45,0.86002516746521,212.82772827148438,0.635184645652771,0.8562760353088379,0.24499262869358063,0.6330410242080688
46,0.863785445690155,212.45223999023438,0.6472890377044678,0.8799524307250977,0.1873319447040558,0.765472948551178
47,0.8652471899986267,212.31797790527344,0.6424806118011475,0.8411659598350525,0.2291596531867981,0.6459113955497742
48,0.8605637550354004,213.1542510986328,0.6312888860702515,0.7428911328315735,0.390080988407135,0.49778011441230774
49,0.8730465769767761,210.77810668945312,0.6541381478309631,0.8353360891342163,0.2881053388118744,0.638595700263977
50,0.8645644187927246,211.43341064453125,0.6383662819862366,0.8128495216369629,0.28233209252357483,0.654208779335022
51,0.8706904053688049,209.11489868164062,0.6534940004348755,0.8793575167655945,0.1978568434715271,0.6955157518386841
52,0.8663915991783142,211.47544860839844,0.64399254322052,0.7657346725463867,0.3405274450778961,0.5805841684341431
53,0.8624486923217773,213.0774688720703,0.6343841552734375,0.7803688049316406,0.3185809254646301,0.5304567813873291
54,0.8525335788726807,214.65599060058594,0.6175196170806885,0.8444973230361938,0.25877901911735535,0.6801868081092834
55,0.8623236417770386,213.3318328857422,0.6327497363090515,0.8096371293067932,0.3156973719596863,0.6564741134643555
56,0.8709500432014465,209.7302703857422,0.6533408761024475,0.8531826138496399,0.2258845716714859,0.6746920347213745
57,0.8756142854690552,210.0736846923828,0.6600625514984131,0.8672218918800354,0.2424798160791397,0.6211721301078796
58,0.8762009143829346,207.2537384033203,0.6615258455276489,0.8348602056503296,0.24689428508281708,0.6586173176765442
59,0.8834424614906311,203.25570678710938,0.6823165416717529,0.8442593812942505,0.264024019241333,0.6461025476455688
60,0.8822788596153259,204.03492736816406,0.6732507944107056,0.7957168221473694,0.33791592717170715,0.5617547631263733
61,0.8824038505554199,205.16709899902344,0.6683798432350159,0.890303373336792,0.19061687588691711,0.7032558917999268
62,0.8851158618927002,201.7181854248047,0.6903479099273682,0.8546103239059448,0.2296655774116516,0.6675993204116821
63,0.8872411847114563,203.83123779296875,0.6789109706878662,0.8466389179229736,0.24014724791049957,0.6578738689422607
64,0.8838752508163452,205.84864807128906,0.6789654493331909,0.816656768321991,0.3070167601108551,0.615828275680542
65,0.8777396082878113,206.69444274902344,0.6597836017608643,0.8311719298362732,0.2505524158477783,0.6323655843734741
66,0.8882413506507874,203.07064819335938,0.6810182332992554,0.808685302734375,0.3026944398880005,0.6142871975898743
67,0.881115198135376,207.851318359375,0.6603885889053345,0.8674598336219788,0.20645447075366974,0.664971113204956
68,0.893953800201416,200.89950561523438,0.6997873187065125,0.8760261535644531,0.20633922517299652,0.6802746057510376
69,0.8725753426551819,211.9639892578125,0.654473066329956,0.8208209276199341,0.3285338580608368,0.5402408242225647
70,0.8714982271194458,214.04400634765625,0.6397922039031982,0.8717430233955383,0.20499187707901,0.6898835897445679
71,0.8863179683685303,203.56741333007812,0.6801804304122925,0.828435480594635,0.323718786239624,0.6068615913391113
72,0.8922901153564453,201.64569091796875,0.6943038702011108,0.8585366010665894,0.2353868931531906,0.6822677850723267
73,0.8969542980194092,200.10385131835938,0.6943556070327759,0.7927424311637878,0.3786250054836273,0.528974175453186
74,0.8894338607788086,202.9613037109375,0.6837764978408813,0.784057080745697,0.3443353474140167,0.6022707223892212
75,0.8927324414253235,199.3087921142578,0.6992514133453369,0.8778108358383179,0.19486701488494873,0.7054271697998047
76,0.9035130739212036,196.9640350341797,0.7154526114463806,0.8644854426383972,0.22843758761882782,0.6717720627784729
77,0.9013684988021851,196.5832061767578,0.7126877307891846,0.8655562400817871,0.2190416157245636,0.6774064302444458
78,0.8922708630561829,202.48101806640625,0.6922993659973145,0.8142772316932678,0.3128969371318817,0.6241222620010376
79,0.9047536849975586,197.126708984375,0.7159203886985779,0.8035693168640137,0.3084200620651245,0.5701672434806824
80,0.8626890778541565,211.8621368408203,0.6159800291061401,0.8211778998374939,0.3119833767414093,0.5310237407684326
81,0.8796149492263794,206.1503143310547,0.65951007604599,0.8261749148368835,0.27520883083343506,0.6376996040344238
82,0.8937230110168457,200.23817443847656,0.6879017353057861,0.849970281124115,0.26007312536239624,0.6490334272384644
83,0.8958675861358643,199.337646484375,0.7000764012336731,0.846519947052002,0.24053031206130981,0.6610187292098999
84,0.8932998776435852,200.67738342285156,0.6832098960876465,0.8425936698913574,0.2564409673213959,0.6568478345870972
85,0.902974545955658,198.55857849121094,0.7208046317100525,0.8511600494384766,0.2586634159088135,0.5673824548721313
86,0.889453113079071,201.60301208496094,0.6838021278381348,0.8421177864074707,0.2620603144168854,0.6572906970977783
87,0.9039458632469177,196.26075744628906,0.7098842859268188,0.835098147392273,0.28629758954048157,0.586057722568512
88,0.9014454483985901,197.36524963378906,0.7036256790161133,0.8619869351387024,0.23868805170059204,0.6736382246017456
89,0.9081965088844299,194.89137268066406,0.724852442741394,0.8709101676940918,0.2171975076198578,0.67284095287323
90,0.9030418395996094,198.54806518554688,0.7158659100532532,0.8477097153663635,0.23108644783496857,0.6518813371658325
91,0.9066482186317444,195.99465942382812,0.7144854068756104,0.9055324196815491,0.16331706941127777,0.7394307851791382
92,0.9112258553504944,193.43222045898438,0.7319360971450806,0.7929803729057312,0.3851076364517212,0.5249089002609253
93,0.9102449417114258,194.50889587402344,0.7397087812423706,0.8580606579780579,0.21431267261505127,0.6832110285758972
94,0.9086197018623352,195.01205444335938,0.730116605758667,0.8807852268218994,0.19000275433063507,0.7020270824432373
95,0.9076772332191467,194.30824279785156,0.7185377478599548,0.8535395860671997,0.24900440871715546,0.6637488603591919
96,0.9119663834571838,193.44654846191406,0.7341226935386658,0.8359310030937195,0.2587270140647888,0.6671152114868164
97,0.9077445268630981,194.21588134765625,0.7186139822006226,0.8348602056503296,0.2618609666824341,0.6582051515579224
98,0.9074367880821228,191.84226989746094,0.7374500036239624,0.8411659598350525,0.2603740990161896,0.6367645263671875
